iteration,overall_auc,user_auc,dcg@2,dcg@4,dcg@6,recall@2,recall@4,recall@6,nll,ece
210,0.7662618432385874,0.7014611765402905,0.733516668912005,1.0086303676485042,1.2062819510396774,0.8565400843881856,1.4430379746835442,1.9746835443037976,0.39740896224975586,0.047357016541887856
220,0.7660791189860957,0.703325442724177,0.7494895740657127,1.0101278442871344,1.2151650408235126,0.8818565400843882,1.4388185654008439,1.9915611814345993,0.3972451388835907,0.04623303623031818
230,0.7654804971084042,0.700507137611568,0.7419554874774057,1.0082756868533975,1.2146865608875876,0.8649789029535865,1.4303797468354431,1.9873417721518987,0.39711079001426697,0.04511852594953718
240,0.7655315614617941,0.7011584451062299,0.7468274232067614,1.0119776066852575,1.2167561903935638,0.8776371308016878,1.4430379746835442,1.9957805907172996,0.39700064063072205,0.04578422696096405
250,0.7660445121200935,0.701544139756165,0.7483846816305105,1.010192967749428,1.2152301642858059,0.8776371308016878,1.4345991561181435,1.9873417721518987,0.39691030979156494,0.04551857609051436
260,0.76573058939338,0.7018806146970704,0.743060379912608,1.010612772006828,1.2153913557151343,0.869198312236287,1.4388185654008439,1.9915611814345993,0.3968363404273987,0.046356864155391544
270,0.7652734711455642,0.7000489343052634,0.7346215613472071,1.0045761620571514,1.205104406857985,0.8607594936708861,1.4345991561181435,1.9746835443037976,0.3967757225036621,0.04654386575407097
280,0.7659159283868586,0.7020756625582575,0.7415031214888588,1.0093480175574527,1.2143852140938312,0.869198312236287,1.4388185654008439,1.9915611814345993,0.39672571420669556,0.04477497426535089
290,0.7657665805340224,0.7002359469527192,0.7415031214888588,1.006653304967355,1.2116905015037331,0.869198312236287,1.4345991561181435,1.9873417721518987,0.3966849148273468,0.04517150727365901
300,0.7663621262458471,0.7021334121808807,0.7403982290536566,1.0112925185074557,1.2149560375460218,0.8649789029535865,1.4430379746835442,1.9915611814345993,0.3966516852378845,0.045683101480260994
310,0.7680315614617941,0.701146295687435,0.7366311857595031,1.0060007785206997,1.2101815232154092,0.8565400843881856,1.4303797468354431,1.978902953586498,0.39662450551986694,0.0459566555841726
320,0.7673766457487389,0.700941002562838,0.7446176383363571,0.9940602005815469,1.2066610097337491,0.869198312236287,1.40084388185654,1.970464135021097,0.39660224318504333,0.04575972880060207
330,0.7672874369385998,0.7017626229255977,0.7519515644665558,1.005613535994446,1.2159355227505846,0.8734177215189873,1.4135021097046414,1.978902953586498,0.39658400416374207,0.04560283879649346
340,0.7678205364833273,0.7031062467771328,0.7424078534659527,1.0066183482005941,1.2134171414768924,0.8607594936708861,1.4219409282700421,1.978902953586498,0.39656904339790344,0.046218909536894656
350,0.7678051556539929,0.7035697234668754,0.7424078534659527,1.00421613958487,1.2085261906936158,0.8607594936708861,1.4177215189873418,1.9662447257383966,0.3965568542480469,0.046022066044826095
360,0.7683410237480005,0.703533818209451,0.7366311857595031,1.0086954911107977,1.2062177680879347,0.8565400843881856,1.4345991561181435,1.9662447257383966,0.3965468108654022,0.046348748141348255
370,0.7681176941060661,0.7039769843962883,0.7408505950422035,1.0099276838290263,1.2074499608061635,0.8607594936708861,1.4345991561181435,1.9662447257383966,0.396538645029068,0.0461482350536282
380,0.7682570444198351,0.7034356773676392,0.7313068840416006,1.0070055907268478,1.2074045291136453,0.8481012658227848,1.4345991561181435,1.9746835443037976,0.39653193950653076,0.04550082305112238
390,0.7682779623477297,0.703999954276853,0.7519515644665558,1.011357641969749,1.2107708221008422,0.8734177215189873,1.4261603375527425,1.9620253164556962,0.39652636647224426,0.044959784705983746
400,0.7681792174234034,0.7038971694034986,0.7514991984780088,1.0142471733407807,1.2071311921683374,0.8776371308016878,1.4388185654008439,1.9578059071729959,0.3965218961238861,0.0452203816375688
410,0.7684126984126984,0.7060153702954336,0.7652623187613122,1.0192789710843095,1.2139245866517863,0.8945147679324894,1.4388185654008439,1.9620253164556962,0.3965182304382324,0.044940465929332686
420,0.7687842992494154,0.7053342066395862,0.7535088228903049,1.012622396419124,1.2173203667699777,0.8734177215189873,1.4261603375527425,1.9746835443037976,0.39651525020599365,0.0447509766750551
430,0.7678434539190353,0.7053484343832445,0.7457225307715593,1.009640521531827,1.210685991988804,0.8734177215189873,1.4345991561181435,1.9746835443037976,0.3965127766132355,0.04558323641363382
440,0.7680541712809155,0.7038786884119164,0.7503943060428067,1.0119100881873502,1.2126969458162553,0.8734177215189873,1.4303797468354431,1.970464135021097,0.3965107500553131,0.045642294528498786
450,0.7681395348837209,0.7057175756147277,0.7514991984780087,1.0127224766481784,1.214883011774896,0.8776371308016878,1.4345991561181435,1.978902953586498,0.3965091407299042,0.04585663859679636
460,0.7684763750461425,0.7063363587888905,0.7488370476190574,1.0218410417142068,1.212107011960175,0.8734177215189873,1.4556962025316456,1.9662447257383966,0.39650776982307434,0.04564879251393556
470,0.7685160575858251,0.7035314222814222,0.7503943060428067,1.0143744736238072,1.2073877988653998,0.8734177215189873,1.4388185654008439,1.9578059071729959,0.3965066969394684,0.045520941754246334
480,0.7680984680693982,0.7037827620106102,0.7557186077607093,1.005161170005899,1.2124771889383412,0.8818565400843882,1.4135021097046414,1.970464135021097,0.39650577306747437,0.045673106063872336
490,0.7681967515688446,0.7038119434480195,0.7472797891953085,1.0063933627241277,1.2056772364411852,0.8734177215189873,1.4261603375527425,1.9620253164556962,0.39650505781173706,0.04551418560506774
500,0.7679829580410975,0.703904929458727,0.7446176383363571,1.0100603257892269,1.2077119091804,0.869198312236287,1.4345991561181435,1.9662447257383966,0.3965044319629669,0.04558576461152529
