iteration,overall_auc,user_auc,dcg@2,dcg@4,dcg@6,recall@2,recall@4,recall@6,nll,ece
250,0.7696407038267503,0.7119844115097279,0.7361788197709562,1.0367333278451245,1.227467830690653,0.8607594936708861,1.5063291139240507,2.021097046413502,0.3842099905014038,0.041061084943112815
260,0.7694309093146303,0.7117524792366564,0.7368313462176114,1.0328739410347054,1.2189701857306536,0.869198312236287,1.5063291139240507,2.0084388185654007,0.3840687572956085,0.04088589383567754
270,0.770396671588532,0.7107777521938915,0.7304021520645068,1.0312491641130488,1.2252482476103457,0.8565400843881856,1.5021097046413503,2.0253164556962027,0.38395169377326965,0.04086413064797884
280,0.7701216623600344,0.7113467463151006,0.7394934970765626,1.0376457965350068,1.2249864123147312,0.8734177215189873,1.5147679324894514,2.021097046413502,0.3838547170162201,0.039748642816267554
290,0.7702848529592715,0.7095290668075477,0.7372837122061583,1.0381307242547004,1.2239683561225767,0.8649789029535865,1.510548523206751,2.0126582278481013,0.38377460837364197,0.041087694215380985
300,0.7702467085025224,0.708891161581035,0.7337168293701132,1.024307822186278,1.2194219703533153,0.869198312236287,1.4936708860759493,2.021097046413502,0.3837083876132965,0.04010830754128808
310,0.770245170419589,0.7078146580915569,0.7352740877938624,1.0270972733282557,1.2163287922619364,0.869198312236287,1.4978902953586497,2.0084388185654007,0.3836537301540375,0.03931711593936545
320,0.7703576042820228,0.7074065028970093,0.7357264537824093,1.0257324386498266,1.216337635081319,0.8649789029535865,1.489451476793249,2.0042194092827006,0.38360661268234253,0.039625403598649585
330,0.7715949920019688,0.7104268870487226,0.7528042513713192,1.0367736262890594,1.2275081291345882,0.8945147679324894,1.5063291139240507,2.021097046413502,0.38356977701187134,0.04070898570205974
340,0.77088470530331,0.7079404699262294,0.7405983895117649,1.0257377803270007,1.2186217991545572,0.8776371308016878,1.489451476793249,2.0084388185654007,0.3835395276546478,0.04045362859522424
350,0.7711492555678603,0.7073274123907034,0.7405983895117649,1.01940866640295,1.2181753144638636,0.8776371308016878,1.4767932489451476,2.0126582278481013,0.38351455330848694,0.040367546858428326
360,0.7706352282515073,0.706817010930935,0.7394934970765626,1.026450088558775,1.21842896248808,0.8734177215189873,1.489451476793249,2.0084388185654007,0.3834940493106842,0.039475359441391564
370,0.7709394610557401,0.7075277863252546,0.7490372080771658,1.0236280756856506,1.2211503526627876,0.8860759493670886,1.4767932489451476,2.0084388185654007,0.38347718119621277,0.038904594926610116
380,0.77088747385259,0.7068643469751064,0.7485848420886189,1.0213585090301274,1.2157455117695322,0.890295358649789,1.4767932489451476,2.0,0.3834633231163025,0.03972191651220951
390,0.7709222345268857,0.7079487144360562,0.7432605403707163,1.0247655298519995,1.2221585004151005,0.8818565400843882,1.4852320675105486,2.0168776371308015,0.3834519684314728,0.03921309474737176
400,0.7712384643779993,0.7100310247066575,0.7459226912296675,1.0243782873257457,1.21412703191557,0.8860759493670886,1.481012658227848,1.9915611814345993,0.38344261050224304,0.03899566263081846
410,0.7709546880767811,0.7070826457297977,0.7443654328059184,1.0268101110310563,1.2166881620349166,0.8860759493670886,1.4936708860759493,2.0042194092827006,0.383434921503067,0.0387657449437928
420,0.7709456133874739,0.7087736088922797,0.7479323156419636,1.0372911157398998,1.2203813926121516,0.8818565400843882,1.5021097046413503,1.9957805907172996,0.38342833518981934,0.03802966363003586
430,0.7707893441614372,0.7073319832417934,0.7501421005123678,1.0253179760696005,1.220092898051113,0.890295358649789,1.481012658227848,2.0042194092827006,0.38342317938804626,0.03762389096983528
440,0.7709003937492309,0.7088096517289555,0.7490372080771658,1.0284324929170987,1.221575124572727,0.8860759493670886,1.4852320675105486,2.0042194092827006,0.3834189772605896,0.03755365941552063
450,0.7705783191829704,0.7069138447698574,0.7490372080771658,1.0208711862748194,1.2185227696659926,0.8860759493670886,1.4683544303797469,2.0,0.3834155797958374,0.037752688134182324
460,0.7710425126122801,0.7093698100422783,0.7490372080771658,1.033591590943654,1.2217080452075941,0.8860759493670886,1.4978902953586497,2.0042194092827006,0.38341277837753296,0.03813491106092725
470,0.7709403839055002,0.7076535513244374,0.7490372080771658,1.0338840949180277,1.2186066621161635,0.8860759493670886,1.4978902953586497,1.9957805907172996,0.3834104537963867,0.03848134715922294
480,0.7711074197120709,0.7078049455818443,0.7490372080771658,1.0320668942510514,1.2200540421009558,0.8860759493670886,1.4936708860759493,2.0,0.3834086060523987,0.03868523397663346
490,0.7709542266519012,0.709726244219915,0.7516993589361171,1.0401806471109316,1.2216386336572993,0.890295358649789,1.510548523206751,2.0,0.3834070563316345,0.03872600345576264
500,0.7713224437061645,0.7107554541098844,0.7516993589361171,1.0407656550596796,1.220849964108235,0.890295358649789,1.510548523206751,1.9957805907172996,0.38340574502944946,0.03896303410546531
510,0.7711606373815676,0.7103884599928904,0.7516993589361171,1.0441075524192582,1.2194242969041973,0.890295358649789,1.518987341772152,1.9915611814345993,0.38340476155281067,0.03892483609235214
520,0.7713162913744309,0.7090805306390748,0.7516993589361171,1.0380709424695815,1.2211612193418333,0.890295358649789,1.5063291139240507,2.0,0.38340383768081665,0.03876752071271077
530,0.7711760182109019,0.7097308136073959,0.7474799496534166,1.0383634464439553,1.2199507394043592,0.8860759493670886,1.510548523206751,2.0,0.38340312242507935,0.03824460308695198
540,0.7712381567614125,0.7100022925972292,0.7516993589361171,1.0441075524192582,1.2225595711419295,0.890295358649789,1.518987341772152,2.0,0.38340258598327637,0.03819672194083184
